id,horizon,mean_relative_mse,mean_mse,median_mse,q90_mse,median_relative_mse,q90_relative_mse,best_relative_mse
adam_N512_s2_neighbor_sine_27cc5a208abe,200000,3.467673952434848e-10,3.467673952434848e-10,2.737561720804889e-10,4.5819183192416245e-10,2.737561720804889e-10,4.5819183192416245e-10,2.2688855094842604e-10
adam_N512_s1_neighbor_sine_cda3d242c2ef,200000,3.4837830076713347e-10,3.4837830076713347e-10,3.4603223522372415e-10,3.6697189007455334e-10,3.4603223522372415e-10,3.6697189007455334e-10,3.2967867160932415e-10
adam_N512_s3_neighbor_moment9_dd6f0013cfc6,200000,3.487048127831636e-10,3.487258502988181e-10,2.6113861287838985e-10,6.187862939454968e-10,2.6112285922074824e-10,6.18748964546674e-10,2.4617728379769657e-10
adam_N512_s2_neighbor_sine_d5144c5a0ef7,200000,3.495890556339239e-10,3.495890556339239e-10,3.483170320216835e-10,3.6167478060637017e-10,3.483170320216835e-10,3.6167478060637017e-10,3.370671555969147e-10
adam_N1024_s0_individual_mixed_a45e3f1d7c8e,200000,4.147911619803158e-10,4.147911619803157e-10,4.1294246580846606e-10,4.470354892403415e-10,4.1294246580846616e-10,4.470354892403416e-10,3.772225968619836e-10
adam_N512_s4_neighbor_sine_1fe4c5d3f6c9,200000,5.236053177195113e-10,5.236053177195113e-10,5.957371514739257e-10,7.04751610109759e-10,5.957371514739257e-10,7.04751610109759e-10,2.934194829299064e-10
adam_N512_s1_individual_mixed_4cf90fb5ef83,200000,5.562710975034806e-10,5.562710975034805e-10,5.534430665106178e-10,6.012740385206108e-10,5.534430665106179e-10,6.012740385206109e-10,5.094716218927327e-10
adam_N512_s0_neighbor_sine_ee3cf6d734f9,200000,5.828860058923248e-10,5.828860058923248e-10,5.791908571842392e-10,6.819327900758025e-10,5.791908571842392e-10,6.819327900758025e-10,4.637354813763654e-10
adam_N512_s3_neighbor_sine_0816c96141f4,200000,6.822984544424375e-10,6.822984544424375e-10,6.849609514739094e-10,8.090920790887068e-10,6.849609514739094e-10,8.090920790887068e-10,5.668884260415219e-10
adam_N1024_s3_neighbor_sine_eb686f4113df,200000,7.738292533230953e-10,7.738292533230953e-10,2.0324301550014134e-10,1.3930481999371925e-09,2.0324301550014134e-10,1.3930481999371925e-09,1.2848820778433172e-10
adam_N512_s1_neighbor_moment9_1fcdcd5d43cf,200000,1.0327535220705492e-09,1.0328158285475213e-09,1.0472698773073188e-09,1.1236030136993602e-09,1.0472066988637954e-09,1.1235352303217593e-09,9.322927834677325e-10
adam_N512_s2_neighbor_sine_02d929558e9d,200000,1.1410213631735484e-09,1.1410213631735484e-09,1.1889355911383453e-09,1.3007044436437595e-09,1.1889355911383453e-09,1.3007044436437595e-09,9.195322846827476e-10
adam_N1024_s1_neighbor_sine_9aca4ba50c9a,200000,1.2484288808908036e-09,1.2484288808908036e-09,1.7838207518534253e-10,4.110173216255187e-09,1.7838207518534253e-10,4.110173216255187e-09,1.2738543350951361e-10
adam_N512_s4_neighbor_sine_fc103bc1d486,200000,1.2673657552422042e-09,1.2673657552422042e-09,1.2771165802530262e-09,1.3768650356457525e-09,1.2771165802530262e-09,1.3768650356457525e-09,1.143898433204233e-09
adam_N512_s1_neighbor_sine_dca7225b20c2,200000,1.2708705661405147e-09,1.2708705661405147e-09,1.2864765991863052e-09,1.3908506072929431e-09,1.2864765991863052e-09,1.3908506072929431e-09,1.0852672765572695e-09
adam_N512_s1_neighbor_moment9_4af72df21714,200000,1.2766200938991649e-09,1.2766971129543243e-09,1.1029442002935176e-09,1.6577309559708235e-09,1.102877663196082e-09,1.6576309503620994e-09,9.252696832199702e-10
adam_N1024_s2_individual_mixed_fe3f826c511d,200000,1.4136928234720787e-09,1.4136928234720785e-09,4.962920906041524e-10,3.174953545994217e-09,4.962920906041525e-10,3.174953545994218e-09,2.883340249766673e-10
adam_N1024_s0_individual_mixed_3e842d4a4cf0,200000,1.4565870955658695e-09,1.4565870955658695e-09,9.84898901469705e-10,1.94120448692335e-09,9.848989014697052e-10,1.9412044869233503e-09,8.655785726286914e-10
adam_N512_s2_neighbor_moment9_b19ceee23bd1,200000,1.5078401794169589e-09,1.5079311480821906e-09,1.3729616408258044e-09,1.9505598285419914e-09,1.3728788144394411e-09,1.9504421575035737e-09,1.1922947256691735e-09
adam_N1024_s0_neighbor_sine_db62615deed0,200000,1.5367586986220397e-09,1.5367586986220397e-09,9.354701568300034e-11,2.8093664272132945e-09,9.354701568300034e-11,2.8093664272132945e-09,7.271652303018914e-11
adam_N1024_s1_individual_mixed_ebe2645ccf59,200000,1.680292128582757e-09,1.6802921285827567e-09,2.662959300923035e-10,5.770540598112076e-09,2.6629593009230355e-10,5.770540598112077e-09,2.4129840933394506e-10
adam_N1024_s3_neighbor_sine_e907080a246e,200000,1.9089911751441404e-09,1.9089911751441404e-09,2.2901174025083558e-10,6.762315487765398e-09,2.2901174025083558e-10,6.762315487765398e-09,1.5105216273593802e-10
adam_N512_s4_neighbor_moment9_261ed836a661,200000,2.040049452475283e-09,2.0401725295614564e-09,1.972710258098991e-09,2.585740098367606e-09,1.972591250795974e-09,2.5855841089342133e-09,1.63483576829252e-09
adam_N1024_s2_neighbor_sine_1037ecaad7bc,200000,2.5405753497349983e-09,2.5405753497349983e-09,1.4940962613270788e-10,6.884132968967254e-09,1.4940962613270788e-10,6.884132968967254e-09,1.2403695205386535e-10
adam_N1024_s3_individual_moment9_5327abb05a0b,200000,2.882378696481363e-09,2.8825525916635523e-09,1.2747781844052781e-09,5.9564966017777576e-09,1.274701281112943e-09,5.956137265380993e-09,3.0062266610462487e-10
adam_N128_s0_neighbor_sine_c4087949f92a,200000,3.1655021764821403e-09,3.1655021764821403e-09,3.069275475819397e-09,3.360032640270576e-09,3.069275475819397e-09,3.360032640270576e-09,2.9251501671900076e-09
adam_N512_s4_individual_mixed_1c898267cd92,200000,3.1849928584296155e-09,3.1849928584296147e-09,3.1804694674337265e-09,3.308599246034971e-09,3.1804694674337274e-09,3.308599246034972e-09,3.0396077627649976e-09
adam_N128_s1_neighbor_sine_fedf3a120ae3,200000,3.2994523584041266e-09,3.2994523584041266e-09,2.1530936887144626e-09,7.091403611213387e-09,2.1530936887144626e-09,7.091403611213387e-09,1.9017671972407638e-09
adam_N512_s3_neighbor_sine_16a683a36ba9,200000,3.691627283364449e-09,3.691627283364449e-09,8.788663493339064e-10,6.4989633586849695e-09,8.788663493339064e-10,6.4989633586849695e-09,3.2274731176230143e-10
adam_N1024_s4_individual_mixed_0dbb99b72317,200000,3.733573396604994e-09,3.733573396604993e-09,4.564942562924007e-10,9.51114614914692e-09,4.564942562924008e-10,9.511146149146923e-09,4.026284128201628e-10
adam_N512_s4_neighbor_sine_dff4a9a0aee0,200000,3.792822822550753e-09,3.792822822550753e-09,3.124419118661597e-10,7.735282739360521e-09,3.124419118661597e-10,7.735282739360521e-09,9.620755269323141e-11
adam_N1024_s1_individual_mixed_d4e0dd5b468c,200000,4.115536712005635e-09,4.115536712005634e-09,4.2656291216848945e-10,7.213227736865125e-09,4.2656291216848956e-10,7.213227736865127e-09,3.580259434743069e-10
adam_N512_s0_neighbor_moment9_3845f7c5e4e5,200000,4.325526059304384e-09,4.325787020205553e-09,4.277018417044163e-09,4.706789139846924e-09,4.2767603981969065e-09,4.70650519430596e-09,3.9054097958180585e-09
adam_N1024_s0_neighbor_sine_86d6d8f3cce4,200000,4.39418006075049e-09,4.39418006075049e-09,5.932469826973732e-11,1.1245637584147484e-08,5.932469826973732e-11,1.1245637584147484e-08,4.806907397546638e-11
adam_N512_s2_neighbor_sine_0cb921ca990d,200000,4.621368564032933e-09,4.621368564032933e-09,1.4469656064933472e-09,8.981785300992915e-09,1.4469656064933472e-09,8.981785300992915e-09,5.183967669035258e-10
adam_N512_s3_neighbor_moment9_6e866d9d3504,200000,6.23974552607717e-09,6.240121972685798e-09,3.22252305796657e-09,1.3090760357240602e-08,3.2223286534530518e-09,1.308997063352007e-08,6.129951634022219e-10
adam_N512_s2_individual_mixed_a687749ab48d,200000,6.489955112198854e-09,6.489955112198851e-09,6.483886162035054e-09,6.684317572978447e-09,6.483886162035056e-09,6.684317572978449e-09,6.258580087856811e-09
adam_N512_s0_neighbor_moment9_3f11ee64c2db,200000,7.417227889710789e-09,7.417675374351441e-09,4.744475329244338e-09,1.235165014568544e-08,4.744189110216052e-09,1.2350905010121e-08,3.6785763628105135e-09
adam_N1024_s1_neighbor_sine_4ef9a0739a9c,200000,7.550232386892744e-09,7.550232386892744e-09,1.436972239373634e-09,1.8517273750376513e-08,1.436972239373634e-09,1.8517273750376513e-08,2.4445905709588623e-10
adam_N512_s1_neighbor_sine_4221b4a7c7e1,200000,7.773019294878355e-09,7.773019294878355e-09,3.5143942032087016e-10,1.6903570648735492e-08,3.5143942032087016e-10,1.6903570648735492e-08,2.7977900177144454e-10
adam_N1024_s3_individual_mixed_c4e0d351de47,200000,7.927504995424754e-09,7.927504995424752e-09,1.5897029058747052e-10,1.529025315411445e-08,1.5897029058747054e-10,1.5290253154114453e-08,1.455102850787034e-10
adam_N512_s3_individual_mixed_1d291c2c68e5,200000,8.265514067377184e-09,8.265514067377183e-09,8.239453132953753e-09,8.55464587151843e-09,8.239453132953755e-09,8.554645871518432e-09,7.921073197922229e-09
adam_N1024_s0_individual_moment9_2f4ec360fa21,200000,9.885708292422817e-09,9.886304701578447e-09,5.783860708632307e-09,1.741613011708662e-08,5.78351178680705e-09,1.7415079457636902e-08,2.7049669383360998e-09
adam_N1024_s4_neighbor_sine_437f21456c46,200000,1.0098056500694796e-08,1.0098056500694796e-08,3.3408355069613317e-10,2.0976832835352326e-08,3.3408355069613317e-10,2.0976832835352326e-08,2.1386992264385082e-10
adam_N1024_s4_neighbor_sine_d2cb529e4ba0,200000,1.05879580895892e-08,1.05879580895892e-08,3.219577732549752e-10,2.869527083387047e-08,3.219577732549752e-10,2.869527083387047e-08,1.5787745654294906e-10
adam_N512_s0_neighbor_sine_9a6a1ff26cd2,200000,1.0699728113754345e-08,1.0699728113754345e-08,4.1104845194485787e-10,1.950822182392317e-08,4.1104845194485787e-10,1.950822182392317e-08,2.289212396277431e-10
adam_N1024_s2_neighbor_sine_bba7ecf84e8c,200000,1.0900329924713744e-08,1.0900329924713744e-08,9.421696127664843e-11,1.998191757568635e-08,9.421696127664843e-11,1.998191757568635e-08,7.967923133996943e-11
adam_N128_s1_neighbor_sine_fe2ca8839a79,200000,1.1559790088855941e-08,1.1559790088855941e-08,3.3536589290369692e-09,1.924536609770258e-08,3.3536589290369692e-09,1.924536609770258e-08,2.7930583009257724e-09
adam_N512_s2_individual_mixed_f449396aa381,200000,1.6234029255745046e-08,1.6234029255745043e-08,1.618106210807402e-08,1.6478218266356333e-08,1.6181062108074023e-08,1.6478218266356337e-08,1.594494705888298e-08
adam_N512_s3_individual_mixed_9d1ed1645b04,200000,1.9837054611491718e-08,1.983705461149171e-08,1.981664727225075e-08,2.0222412187117754e-08,1.9816647272250754e-08,2.0222412187117757e-08,1.9382739535965383e-08
adam_N128_s0_neighbor_sine_72d46801ebeb,200000,2.0803819283805914e-08,2.0803819283805914e-08,4.094136349534241e-09,4.4325983359876004e-08,4.094136349534241e-09,4.4325983359876004e-08,3.7112922577718828e-09
adam_N512_s3_neighbor_moment9_65ade165e748,200000,2.335237245298439e-08,2.3353781311947724e-08,8.634671646532884e-09,3.639657617107503e-08,8.63415074439793e-09,3.639438048199632e-08,6.5436151867922495e-09
adam_N512_s4_individual_mixed_1ba974f06bb6,200000,2.6492141251841347e-08,2.649214125184134e-08,2.641981160806633e-08,2.708565026602999e-08,2.6419811608066338e-08,2.7085650266029996e-08,2.5878900498607067e-08
adam_N512_s0_neighbor_sine_35499f27ff58,200000,2.6528622342673165e-08,2.6528622342673165e-08,6.668776276610951e-09,5.659058999586599e-08,6.668776276610951e-09,5.659058999586599e-08,1.5622174098975976e-10
adam_N512_s1_neighbor_sine_45a03eb4c4df,200000,2.80280017740055e-08,2.80280017740055e-08,7.261146151102852e-09,5.132400639904584e-08,7.261146151102852e-09,5.132400639904584e-08,6.389544074960747e-10
adam_N512_s1_neighbor_sine_0fcae4baccbe,200000,2.80397466360368e-08,2.80397466360368e-08,5.2460218012425764e-09,6.906015057989666e-08,5.2460218012425764e-09,6.906015057989666e-08,1.4072736261556641e-09
adam_N512_s0_individual_mixed_92df90f78945,200000,2.9678515899404433e-08,2.9678515899404427e-08,2.9654980298072433e-08,3.0268293689677884e-08,2.965498029807244e-08,3.026829368967789e-08,2.89881046175531e-08
adam_N512_s0_neighbor_sine_786c1365483c,200000,3.7147877678399044e-08,3.7147877678399044e-08,1.691282173684711e-08,9.414927063328323e-08,1.691282173684711e-08,9.414927063328323e-08,3.834230829613337e-10
adam_N512_s2_neighbor_sine_da2fa61f190a,200000,3.8756329238836585e-08,3.8756329238836585e-08,2.1937217239440597e-08,9.787875323977228e-08,2.1937217239440597e-08,9.787875323977228e-08,3.75162853202064e-10
adam_N1024_s4_individual_mixed_9eaba97d4571,200000,3.929472678208268e-08,3.929472678208267e-08,3.409167513067062e-10,1.1063967721370687e-07,3.4091675130670626e-10,1.1063967721370691e-07,3.079901576426481e-10
adam_N512_s3_neighbor_sine_8fdd2647de30,200000,4.003452468141177e-08,4.003452468141177e-08,5.843506188967906e-09,1.4170609316907736e-07,5.843506188967906e-09,1.4170609316907736e-07,2.8335826076533366e-10
adam_N512_s4_neighbor_sine_03b9c3723e1a,200000,4.019428651571633e-08,4.019428651571633e-08,6.16205141206182e-10,9.1642889735118e-08,6.16205141206182e-10,9.1642889735118e-08,1.5698598839215395e-10
adam_N1024_s4_individual_moment9_506f3501c0dc,200000,4.3666918507723424e-08,4.3669552952239266e-08,1.693531843040775e-08,1.127162429052079e-07,1.693429677678991e-08,1.1270944309463296e-07,3.4611845906967704e-09
adam_N512_s2_individual_mixed_5c31eea4d8ab,200000,4.818867910805404e-08,4.818867910805403e-08,4.167821107230137e-08,6.231173607047845e-08,4.167821107230138e-08,6.231173607047847e-08,3.1285068132223246e-08
adam_N128_s0_individual_sine_314d758d5162,200000,4.9978466692565374e-08,4.9978466692565374e-08,4.628165912883482e-08,6.472166203691905e-08,4.628165912883482e-08,6.472166203691905e-08,4.0749058669461465e-08
adam_N512_s4_neighbor_moment9_ae7ce2bd5bc5,200000,5.0454075417176495e-08,5.045711933387195e-08,3.595941621409901e-08,9.679350396802538e-08,3.595724689748288e-08,9.67876647253847e-08,6.39289463733521e-09
adam_N128_s0_individual_sine_5bf50cf4431a,200000,5.741936645168972e-08,5.741936645168972e-08,1.8212209940410778e-08,9.579477882483174e-08,1.8212209940410778e-08,9.579477882483174e-08,1.6063520096341362e-08
adam_N1024_s2_individual_mixed_ed7e23761c0d,200000,6.230076140671611e-08,6.230076140671611e-08,6.424294126878984e-10,2.6338500341428944e-07,6.424294126878985e-10,2.633850034142895e-07,4.612223872377722e-10
adam_N1024_s0_individual_mixed_1db04103d96b,200000,7.243255121959504e-08,7.243255121959502e-08,6.241049931658597e-10,2.3732083808137753e-07,6.241049931658598e-10,2.3732083808137758e-07,5.345059837462758e-10
adam_N512_s1_individual_mixed_8ffe7c4e86ed,200000,7.580354423894117e-08,7.580354423894116e-08,1.193503333047842e-09,1.4921080875661746e-07,1.1935033330478421e-09,1.4921080875661752e-07,9.231509695214289e-10
adam_N128_s1_individual_sine_5ac8de832c40,200000,7.640425427369635e-08,7.640425427369635e-08,6.292631779941127e-08,1.1440154623937465e-07,6.292631779941127e-08,1.1440154623937465e-07,3.969064729537651e-08
adam_N512_s3_individual_mixed_0a3f357e5cd1,200000,7.949743612133263e-08,7.949743612133262e-08,1.4394422137350795e-08,1.43881312193364e-07,1.4394422137350798e-08,1.4388131219336403e-07,6.654570444209859e-09
adam_N1024_s3_individual_mixed_302ad065471a,200000,8.01542600634742e-08,8.015426006347418e-08,1.2372368176384845e-10,1.8539728265739566e-07,1.2372368176384847e-10,1.853972826573957e-07,1.1673524115198054e-10
adam_N512_s2_neighbor_moment9_590be5f48ce1,200000,9.084692334984955e-08,9.08524041849343e-08,2.492659287756932e-08,1.9329083464925373e-07,2.4925089135912592e-08,1.9327917403115992e-07,2.2123797514053944e-09
adam_N512_s3_neighbor_moment9_0b2690ff7d12,200000,9.779818560570461e-08,9.780408581351713e-08,3.409471724801942e-08,2.388842218836251e-07,3.409266042273038e-08,2.3886981076224375e-07,2.3687644371963395e-09
adam_N512_s1_neighbor_sine_b0035a8ae080,200000,1.0405274789689475e-07,1.0405274789689475e-07,2.0370146374384728e-08,2.973978930269082e-07,2.0370146374384728e-08,2.973978930269082e-07,3.5483651855171707e-10
adam_N512_s0_neighbor_moment9_c126e990c9b2,200000,1.0715744359023662e-07,1.071639084462248e-07,6.91068713889714e-08,2.428203027167488e-07,6.910270239235867e-08,2.4280565414419465e-07,1.7212317826654676e-09
adam_N512_s0_neighbor_moment9_201f0af0e751,200000,1.1499279572652161e-07,1.1499973329277122e-07,4.0020641018494626e-08,2.2718946932997825e-07,4.001822670116999e-08,2.2717576371562974e-07,8.89915846996606e-09
adam_N512_s4_neighbor_moment9_be32af593116,200000,1.3613468068672656e-07,1.3614289375225095e-07,1.5378272403357696e-08,3.1721162558895433e-07,1.5377344681348713e-08,3.171924892257241e-07,5.805005961077879e-10
adam_N512_s1_neighbor_moment9_cd5232244d50,200000,1.3816873659405152e-07,1.3817707237506887e-07,8.302308203621592e-08,2.458192230657144e-07,8.301807351910566e-08,2.4580439357788324e-07,2.1319944513300133e-09
adam_N512_s0_individual_mixed_af885e0078b9,200000,1.5859145243316107e-07,1.5859145243316107e-07,1.4870279875984193e-07,1.847363853399635e-07,1.4870279875984196e-07,1.8473638533996352e-07,1.2443796612387108e-07
adam_N1024_s1_individual_moment9_9211bc6d2801,200000,1.9171964289068442e-07,1.9173120942157447e-07,1.502755280308615e-08,3.8073842339755275e-07,1.502664623886938e-08,3.807154546657091e-07,2.1002907997566532e-09
adam_N512_s2_neighbor_moment9_1d8514fadc94,200000,2.425067932409437e-07,2.425214237830873e-07,8.910579336302235e-08,4.510136423271323e-07,8.910041789538447e-08,4.5098643411600405e-07,1.8395769073241318e-09
adam_N512_s1_individual_mixed_51f9f47bbe83,200000,2.50322765734951e-07,2.503227657349509e-07,2.188847626782109e-07,3.767195472382833e-07,2.1888476267821094e-07,3.767195472382834e-07,1.8071375270484445e-07
gd_N512_s4_neighbor_sine_0bc39f6acc21,200000,3.5290194883860276e-07,3.5290194883860276e-07,3.3934790861120056e-07,4.081802519928673e-07,3.3934790861120056e-07,4.081802519928673e-07,3.1263657503834824e-07
adam_N1024_s1_individual_moment9_4313b2c80b88,200000,3.66221913651637e-07,3.6624400798173803e-07,1.5872196450888155e-07,9.126466931247805e-07,1.5871238932020485e-07,9.125916360675618e-07,4.1915980043357946e-08
adam_N512_s1_neighbor_moment9_b407726f9f5a,200000,3.791766842719403e-07,3.791995601690852e-07,1.3329512811071276e-07,8.315475144486917e-07,1.332870868417851e-07,8.314973498456443e-07,1.17969647337381e-08
adam_N1024_s2_individual_moment9_cdff1171f3f0,200000,4.1210515028665584e-07,4.12130012772726e-07,1.4552446206151662e-07,1.3291580901323135e-06,1.455156830359695e-07,1.3290779062741213e-06,4.060144209899312e-08
adam_N128_s1_neighbor_moment9_3a6eb9fc96b1,200000,4.2364357413264424e-07,4.236691327369307e-07,3.090292537540969e-08,1.0424808551999683e-06,3.090106110072e-08,1.042417965662838e-06,1.8581920074363873e-08
gd_N1024_s1_neighbor_sine_ceab681d5286,200000,5.086690912576808e-07,5.086690912576808e-07,5.06615656580987e-07,5.493562243738091e-07,5.06615656580987e-07,5.493562243738091e-07,4.6196573326318704e-07
gd_N512_s4_neighbor_mixed_05af309aea46,200000,5.154110241560518e-07,5.154110241560517e-07,5.124250070001338e-07,5.645444087852858e-07,5.124250070001339e-07,5.645444087852859e-07,4.599937999945647e-07
gd_N512_s1_neighbor_sine_a53975615637,200000,5.427909861059368e-07,5.427909861059368e-07,5.399058614606433e-07,5.98458850282814e-07,5.399058614606433e-07,5.98458850282814e-07,4.788606163766201e-07
adam_N512_s4_neighbor_moment9_cae0b8cd0f2c,200000,5.575030036231133e-07,5.575366380260125e-07,1.3061713297241409e-07,1.5408771735754266e-06,1.3060925325837143e-07,1.5407842173818068e-06,6.266168570685059e-09
adam_N1024_s2_individual_moment9_df1ee0a122c8,200000,5.606569821790998e-07,5.60690806862921e-07,1.4688016590122163e-07,1.2042536790806264e-06,1.468713050903961e-07,1.2041810303062272e-06,5.5929334226620196e-08
gd_N512_s3_neighbor_mixed_9bc3602f5edc,200000,5.638360768375195e-07,5.638360768375193e-07,5.610320706360949e-07,6.14855774834678e-07,5.61032070636095e-07,6.148557748346781e-07,5.057225217741911e-07
adam_N512_s4_individual_mixed_961c994cb869,200000,5.860748771134288e-07,5.860748771134287e-07,8.072053261402475e-08,1.009196190882526e-06,8.072053261402477e-08,1.0091961908825261e-06,7.216619478601295e-08
gd_N512_s1_neighbor_mixed_bf9dea79eb19,200000,5.866830476730764e-07,5.866830476730761e-07,5.834322370413796e-07,6.40047441252998e-07,5.834322370413797e-07,6.400474412529981e-07,5.265067767006335e-07
gd_N512_s2_neighbor_mixed_3cba7c3fb514,200000,5.909708373523228e-07,5.909708373523227e-07,5.874663472731719e-07,6.489288657429085e-07,5.87466347273172e-07,6.489288657429086e-07,5.255770427461021e-07
gd_N512_s3_neighbor_sine_b554e95adeeb,200000,6.104869170753612e-07,6.104869170753612e-07,6.060327130129344e-07,6.784051726308111e-07,6.060327130129344e-07,6.784051726308111e-07,5.348580753190059e-07
gd_N1024_s3_neighbor_sine_824af8a241ef,200000,6.163413450079936e-07,6.163413450079936e-07,6.138880736873236e-07,6.590564096816219e-07,6.138880736873236e-07,6.590564096816219e-07,5.678900085576417e-07
adam_N1024_s2_individual_moment9_14d90ee412f8,200000,6.732310846569081e-07,6.732717009861449e-07,7.504197576522042e-07,1.3960155173147495e-06,7.503744872273549e-07,1.395931300161722e-06,5.768722966178853e-08
gd_N512_s0_neighbor_sine_51df38334097,200000,7.326415172968763e-07,7.326415172968763e-07,7.292661222910303e-07,8.009389984048046e-07,7.292661222910303e-07,8.009389984048046e-07,6.541212823174893e-07
adam_N128_s0_individual_moment9_45ae976e04a3,200000,7.373103336561988e-07,7.373548159148824e-07,5.252322073338199e-07,1.3029780348447313e-06,5.252005217539454e-07,1.3028994303455758e-06,3.505034654327717e-07
gd_N512_s3_neighbor_sine_d2ead9b4e679,200000,7.462448019191144e-07,7.462448019191144e-07,7.42119818671128e-07,8.156078208657133e-07,7.42119818671128e-07,8.156078208657133e-07,6.678443153420701e-07
gd_N512_s4_neighbor_sine_e1b5c99c80f6,200000,7.811987693789924e-07,7.811987693789924e-07,7.760678753692505e-07,8.660038193745238e-07,7.760678753692505e-07,8.660038193745238e-07,6.855431891025896e-07
gd_N1024_s4_neighbor_sine_59b7eb577a6e,200000,8.341956559726196e-07,8.341956559726196e-07,8.235313762734926e-07,9.761963651377143e-07,8.235313762734926e-07,9.761963651377143e-07,6.781072845896017e-07
adam_N1024_s1_individual_moment9_8d5ab94d93cf,200000,8.953109143438928e-07,8.953649288475232e-07,2.2047613020764522e-07,2.6246740842067498e-06,2.204628295875831e-07,2.6245157460104653e-06,5.1114548579311005e-08
adam_N1024_s0_individual_moment9_ef3cff0ebf06,200000,8.968044125542805e-07,8.968585171613187e-07,4.80365748084151e-07,1.7193852481436378e-06,4.803367691543226e-07,1.7192815231285787e-06,7.987498841367387e-08
gd_N512_s1_neighbor_sine_025cf08f86bd,200000,8.997716597058234e-07,8.997716597058234e-07,8.935886606353478e-07,9.992228536953136e-07,8.935886606353478e-07,9.992228536953136e-07,7.87921581409024e-07
gd_N512_s2_neighbor_sine_0e0f8a8ecdb1,200000,9.359681838427107e-07,9.359681838427107e-07,9.304582906023619e-07,1.0315914577239642e-06,9.304582906023619e-07,1.0315914577239642e-06,8.275585614403816e-07
gd_N1024_s0_neighbor_sine_7143677fc3df,200000,9.601970591094224e-07,9.601970591094224e-07,9.531144097191212e-07,1.0774555140279811e-06,9.531144097191212e-07,1.0774555140279811e-06,8.279248484778629e-07
gd_N512_s0_neighbor_mixed_c19770c62722,200000,1.0005060144375459e-06,1.0005060144375459e-06,9.943960783517483e-07,1.1025536403692138e-06,9.943960783517486e-07,1.102553640369214e-06,8.8526114492428e-07
gd_N512_s2_neighbor_sine_519b16c78d35,200000,1.000885483751779e-06,1.000885483751779e-06,9.962875494696109e-07,1.079362208757668e-06,9.962875494696109e-07,1.079362208757668e-06,9.120413202957452e-07
adam_N512_s0_individual_mixed_cbbb40bbce52,200000,1.0079265853346188e-06,1.0079265853346184e-06,3.735905769603135e-08,3.2144512021872715e-06,3.735905769603136e-08,3.2144512021872723e-06,3.542966897385075e-08
adam_N512_s1_individual_mixed_39e77de1564e,200000,1.132939006156981e-06,1.1329390061569809e-06,1.0821925794564847e-07,4.267322546188759e-06,1.082192579456485e-07,4.26732254618876e-06,4.898864813560688e-08
gd_N1024_s2_neighbor_sine_ad56ef796474,200000,1.139907511792049e-06,1.139907511792049e-06,1.134240232185336e-06,1.2513008863948887e-06,1.134240232185336e-06,1.2513008863948887e-06,1.0122033598786453e-06
adam_N512_s3_individual_mixed_a978d3446d71,200000,1.1435216181229235e-06,1.1435216181229235e-06,2.1094658103262238e-08,2.043687244148988e-06,2.109465810326224e-08,2.0436872441489883e-06,2.0471181559285542e-08
adam_N1024_s1_individual_moment9_44b7328847d7,200000,1.2526984775530676e-06,1.2527740534065276e-06,1.9375543910639396e-07,2.9378052325827832e-06,1.937437504601986e-07,2.937628004185413e-06,1.4774536823914227e-07
adam_N1024_s3_individual_moment9_386a5de8114a,200000,1.4745433528084713e-06,1.4746323126614204e-06,8.660816726980541e-07,4.162945338408614e-06,8.660294247596471e-07,4.162694201225494e-06,3.1426729342114725e-08
adam_N128_s1_individual_moment9_801dd4a939d5,200000,1.5788912685560108e-06,1.57898652376489e-06,6.778628465337948e-07,3.950611039161041e-06,6.778219532354251e-07,3.950372711427351e-06,5.768943149342726e-07
gd_N512_s0_neighbor_sine_c9ff65acd1e0,200000,1.7620011730983477e-06,1.7620011730983477e-06,1.751876860386459e-06,1.939053334759276e-06,1.751876860386459e-06,1.939053334759276e-06,1.5611113377476714e-06
adam_N512_s0_individual_mixed_2a3a5d8edc54,200000,2.0071759028969847e-06,2.007175902896984e-06,5.218613444900676e-07,4.481949285394064e-06,5.218613444900677e-07,4.4819492853940645e-06,1.6254506481929225e-07
adam_N1024_s0_individual_moment9_a9346afaab82,200000,2.1181567357212928e-06,2.118284525054427e-06,2.0251165825075474e-07,5.033763547425948e-06,2.0249944136985247e-07,5.033459876564327e-06,1.4750966234788627e-07
adam_N512_s3_neighbor_moment9_2f630115ddde,200000,2.1693834504249385e-06,2.1695143302884383e-06,7.197624840711107e-08,7.737124437768513e-06,7.197190631015637e-08,7.736657681787159e-06,2.6079159682425047e-08
gd_N512_s0_neighbor_mixed_760fa95b95f4,200000,2.2786708663858526e-06,2.278670866385852e-06,2.2687128062582956e-06,2.4773304354056487e-06,2.268712806258296e-06,2.477330435405649e-06,2.050654853789642e-06
gd_N512_s1_neighbor_moment9_d02e73b1fcfb,200000,2.692583978278792e-06,2.6927464230616488e-06,2.6519981709025747e-06,3.0699218840531096e-06,2.6518381843314963e-06,3.0697366854805396e-06,2.3009939299928607e-06
gd_N128_s1_neighbor_sine_dadf3c51b812,200000,2.695138917400388e-06,2.695138917400388e-06,2.2474289452884543e-06,3.2442778182842556e-06,2.2474289452884543e-06,3.2442778182842556e-06,2.0256005447936093e-06
