bundle,target,seed,kappa,step,scaled_hessian_max,scaled_hessian_min,largest_mode_update_eigenvalue,readout_l2,top_mode_slope_fraction,top_mode_hidden_bias_fraction,top_mode_readout_fraction,top_mode_output_bias_fraction
core_N128_s1,moment3,1,1.0,600000,0.07005752170076447,-3.0005567231776634e-06,0.9299424782992355,8.453567099667982,4.3816340363374246e-05,0.9267233384206313,0.0472382158605177,0.025994629378486626
core_N128_s1,moment3,1,100.0,600000,1.999884419929083,-0.001149293612145785,-0.9998844199290831,32.446188392448384,7.191721033000161e-05,0.7498128616212687,0.15139697986521083,0.09871824130318994
core_N128_s1,moment5,1,1.0,600000,0.010011490470509324,-4.0588204230225664e-07,0.9899885095294907,1.4606453409681204,0.00014056716707874802,0.4122723440386189,0.38802354622852997,0.1995635425657729
core_N128_s1,moment5,1,100.0,600000,0.5908217496737692,-5.915222022508317e-07,0.4091782503262308,1.5230905538911659,4.847380131177718e-06,0.007599519821677577,0.6545231761191905,0.33787245667900095
core_N128_s1,moment9,1,1.0,600000,0.01001756999802564,-2.5335283257675032e-08,0.9899824300019744,1.4611445671740828,0.00014017519841786453,0.412414099229521,0.38800324931974917,0.1994424762523124
core_N128_s1,moment9,1,100.0,600000,0.59088957310244,-5.2264186820822575e-08,0.40911042689756005,1.5093381188691555,4.725937774124326e-06,0.007469515685403799,0.6546952096797223,0.3378305486970993
core_N128_s2,sine,2,1.0,20000,0.009817664935460031,-3.6762834750027543e-06,0.99018233506454,1.433894372649792,0.00010874806763687895,0.4065066994867477,0.38981578922999716,0.20356876321561826
core_N128_s2,sine,2,100.0,20000,0.5879993810961095,-2.513024014339723e-05,0.4120006189038905,1.5788417925563103,5.8526473755368386e-06,0.008233538254375606,0.6522732155758633,0.3394873935223853
core_N128_s2,runge,2,1.0,20000,0.009791763511710412,-1.53337622286767e-05,0.9902082364882896,1.421381519401061,0.00011661589148339579,0.4002080542921619,0.3955772296352937,0.20409810018106092
core_N128_s2,runge,2,100.0,20000,0.652014122854209,-0.00020006532414055316,0.347985877145791,4.577980617287498,0.00010314762173067671,0.058174604873532716,0.6354924926279183,0.30622975487681675
core_N128_s2,moment3,2,1.0,20000,0.010022283512085946,-1.3863896369596921e-05,0.9899777164879141,1.4661653481729737,9.070280132325816e-05,0.4162615077441024,0.38419249275321726,0.19945529670135617
core_N128_s2,moment3,2,100.0,20000,0.599573010201021,-0.00020018120119897178,0.40042698979897895,2.9493617764759716,1.8392778807268614e-05,0.02795615096823484,0.6391907333763471,0.3328347228766109
core_N128_s2,moment5,2,1.0,20000,0.009987025394779513,-2.6030499438213344e-07,0.9900129746052205,1.4615260248435515,9.2207255169812e-05,0.4148081485193756,0.38494143340932163,0.2001582108161339
core_N128_s2,moment5,2,100.0,20000,0.5874997479633107,-4.877668446447488e-07,0.4125002520366893,1.5118968615959136,5.257326328130138e-06,0.007543457481898407,0.6526846507326621,0.33976663445911054
core_N128_s2,moment9,2,1.0,20000,0.009987213521561258,-4.236348114485646e-08,0.9900127864784387,1.4615454303929074,9.222092875489463e-05,0.4148136274391441,0.38493973531289055,0.2001544163192104
