bundle,target,n,seed,degree,kappa,actual_contrast,predicted_contrast,contrast_error
core_N128_s5,moment9,128,5,5,0.001,0.0018729066731134614,0.0018729797710464458,7.309793298437839e-08
core_N128_s5,moment9,128,5,5,0.01,0.0018429538902440118,0.0018430226646982822,6.877445427044826e-08
core_N128_s5,moment9,128,5,5,0.1,0.0015444996621097468,0.0015445505823793448,5.092026959807594e-08
core_N128_s5,moment9,128,5,5,1.0,0.0,0.0,0.0
core_N128_s5,moment9,128,5,5,10.0,-0.002211731834496175,-0.0022117394743480095,-7.639851834495559e-09
core_N128_s5,moment9,128,5,5,100.0,-0.002686113331829623,-0.002686124307192145,-1.097536252159248e-08
core_N128_s5,sine,128,5,7,0.0001,0.0007459180092886514,0.00074590066932953,-1.7339959121343007e-08
core_N128_s5,sine,128,5,7,0.001,0.0007454115072263873,0.0007453942403336522,-1.7266892735068318e-08
core_N128_s5,sine,128,5,7,0.01,0.0007399439810874542,0.0007399274336108291,-1.6547476625050628e-08
core_N128_s5,sine,128,5,7,0.1,0.0006530695072021336,0.0006530591564126997,-1.0350789433899443e-08
core_N128_s5,sine,128,5,7,1.0,0.0,0.0,0.0
core_N128_s5,sine,128,5,7,10.0,-0.0003176819731948305,-0.00031767118834581665,1.0784849013845133e-08
core_N128_s5,sine,128,5,7,100.0,-0.0002648962439642799,-0.00026486007773512954,3.616622915036949e-08
core_N128_s5,runge,128,5,7,0.0001,-5.5175242810470704e-05,-5.510757305531022e-05,6.766975516048213e-08
core_N128_s5,runge,128,5,7,0.001,-5.514558312934292e-05,-5.5078083737628014e-05,6.749939171490915e-08
core_N128_s5,runge,128,5,7,0.01,-5.483802981236241e-05,-5.477220776192726e-05,6.582205043514922e-08
core_N128_s5,runge,128,5,7,0.1,-5.094160376732659e-05,-5.089025052254503e-05,5.1353244781560115e-08
core_N128_s5,runge,128,5,7,1.0,0.0,0.0,0.0
core_N128_s5,runge,128,5,7,10.0,0.00048126285508397204,0.00048132393607060175,6.108098662971351e-08
core_N128_s5,runge,128,5,7,100.0,0.0057357261461431774,0.005738575444949309,2.849298806131828e-06
core_N128_s5,moment3,128,5,7,0.0001,0.0014642353040416056,0.001464017412193111,-2.178918484946335e-07
core_N128_s5,moment3,128,5,7,0.001,0.0014621229664473628,0.0014619057118522988,-2.1725459506405365e-07
core_N128_s5,moment3,128,5,7,0.01,0.0014407402990092577,0.001440529320401937,-2.1097860732066653e-07
core_N128_s5,moment3,128,5,7,0.1,0.0012082231331444343,0.001208066415750511,-1.5671739392320028e-07
core_N128_s5,moment3,128,5,7,1.0,0.0,0.0,0.0
core_N128_s5,moment3,128,5,7,10.0,-0.0018474350757705232,-0.0018472588407040386,1.7623506648467568e-07
core_N128_s5,moment3,128,5,7,100.0,-0.00023021026736134986,-0.0002289055831447978,1.3046842165520545e-06
core_N128_s5,moment5,128,5,7,0.0001,0.0018804401727373632,0.0018803716526398784,-6.852009748481436e-08
core_N128_s5,moment5,128,5,7,0.001,0.0018774411413288866,0.0018773728186345096,-6.83226943770654e-08
core_N128_s5,moment5,128,5,7,0.01,0.0018473589267484214,0.0018472925456898687,-6.638105855272247e-08
core_N128_s5,moment5,128,5,7,0.1,0.0015481206639192946,0.001548067011131457,-5.365278783753258e-08
core_N128_s5,moment5,128,5,7,1.0,0.0,0.0,0.0
core_N128_s5,moment5,128,5,7,10.0,-0.002214557097981837,-0.0022145197901684566,3.7307813380293986e-08
core_N128_s5,moment5,128,5,7,100.0,-0.002689412920902634,-0.0026893688403516885,4.408055094551333e-08
core_N128_s5,moment9,128,5,7,0.0001,0.001875892571052848,0.001875887227494391,-5.343558456827324e-09
core_N128_s5,moment9,128,5,7,0.001,0.0018729066731134614,0.0018729013551249118,-5.317988549524699e-09
core_N128_s5,moment9,128,5,7,0.01,0.0018429538902440118,0.001842948821183521,-5.0690604908032455e-09
core_N128_s5,moment9,128,5,7,0.1,0.0015444996621097468,0.0015444958653061253,-3.796803621503031e-09
core_N128_s5,moment9,128,5,7,1.0,0.0,0.0,0.0
core_N128_s5,moment9,128,5,7,10.0,-0.002211731834496175,-0.002211730410338314,1.4241578610851846e-09
core_N128_s5,moment9,128,5,7,100.0,-0.002686113331829623,-0.0026861115921823914,1.7396472318242928e-09
core_N128_s6,sine,128,6,0,0.0001,0.0008681579107491233,0.0008681579107491233,0.0
core_N128_s6,sine,128,6,0,0.001,0.0008662962156416598,0.0008662962156416598,0.0
core_N128_s6,sine,128,6,0,0.01,0.0008491782776072626,0.0008491782776072626,0.0
core_N128_s6,sine,128,6,0,0.1,0.0007332707513470205,0.0007332707513470205,0.0
core_N128_s6,sine,128,6,0,1.0,0.0,0.0,0.0
core_N128_s6,sine,128,6,0,10.0,-0.0006912408371071571,-0.0006912408371071571,0.0
core_N128_s6,sine,128,6,0,100.0,-0.000726370491336531,-0.000726370491336531,0.0
core_N128_s6,runge,128,6,0,0.0001,1.6175180020991387e-05,1.6175180020991387e-05,0.0
core_N128_s6,runge,128,6,0,0.001,1.609533490511128e-05,1.609533490511128e-05,0.0
core_N128_s6,runge,128,6,0,0.01,1.5310427937176296e-05,1.5310427937176296e-05,0.0
core_N128_s6,runge,128,6,0,0.1,8.676261335271995e-06,8.676261335271995e-06,0.0
core_N128_s6,runge,128,6,0,1.0,0.0,0.0,0.0
core_N128_s6,runge,128,6,0,10.0,0.0003790132012252284,0.0003790132012252284,0.0
core_N128_s6,runge,128,6,0,100.0,0.004776622804673683,0.004776622804673683,0.0
core_N128_s6,moment3,128,6,0,0.0001,0.0012440588565867938,0.0012440588565867938,0.0
core_N128_s6,moment3,128,6,0,0.001,0.0012425840453946513,0.0012425840453946513,0.0
core_N128_s6,moment3,128,6,0,0.01,0.0012276167367939045,0.0012276167367939045,0.0
core_N128_s6,moment3,128,6,0,0.1,0.0010604560342198505,0.0010604560342198505,0.0
core_N128_s6,moment3,128,6,0,1.0,0.0,0.0,0.0
core_N128_s6,moment3,128,6,0,10.0,-0.0017575761410948826,-0.0017575761410948826,0.0
core_N128_s6,moment3,128,6,0,100.0,-0.00031569611946193066,-0.00031569611946193066,0.0
core_N128_s6,moment5,128,6,0,0.0001,0.0015993101254614533,0.0015993101254614533,0.0
core_N128_s6,moment5,128,6,0,0.001,0.001596913598039068,0.001596913598039068,0.0
core_N128_s6,moment5,128,6,0,0.01,0.0015728457680310032,0.0015728457680310032,0.0
core_N128_s6,moment5,128,6,0,0.1,0.0013522225236373003,0.0013522225236373003,0.0
core_N128_s6,moment5,128,6,0,1.0,0.0,0.0,0.0
core_N128_s6,moment5,128,6,0,10.0,-0.00198770802566077,-0.00198770802566077,0.0
core_N128_s6,moment5,128,6,0,100.0,-0.002588007086040539,-0.002588007086040539,0.0
core_N128_s6,moment9,128,6,0,0.0001,0.0015968709327505853,0.0015968709327505853,0.0
core_N128_s6,moment9,128,6,0,0.001,0.001594482571932565,0.001594482571932565,0.0
core_N128_s6,moment9,128,6,0,0.01,0.0015704954080645733,0.0015704954080645733,0.0
core_N128_s6,moment9,128,6,0,0.1,0.001350090189604497,0.001350090189604497,0.0
core_N128_s6,moment9,128,6,0,1.0,0.0,0.0,0.0
core_N128_s6,moment9,128,6,0,10.0,-0.0019855830400428987,-0.0019855830400428987,0.0
core_N128_s6,moment9,128,6,0,100.0,-0.002585366801301378,-0.002585366801301378,0.0
core_N128_s6,sine,128,6,1,0.0001,0.0008681579107491233,0.0008857436537757224,1.75857430265991e-05
core_N128_s6,sine,128,6,1,0.001,0.0008662962156416598,0.0008843629839587752,1.80667683171154e-05
core_N128_s6,sine,128,6,1,0.01,0.0008491782776072626,0.0008704950937613865,2.131681615412384e-05
core_N128_s6,sine,128,6,1,0.1,0.0007332707513470205,0.000731012612665935,-2.2581386810854864e-06
core_N128_s6,sine,128,6,1,1.0,0.0,0.0,0.0
core_N128_s6,sine,128,6,1,10.0,-0.0006912408371071571,-0.0006800967490402654,1.114408806689171e-05
core_N128_s6,sine,128,6,1,100.0,-0.000726370491336531,-0.0008917179111119361,-0.00016534741977540512
core_N128_s6,runge,128,6,1,0.0001,1.6175180020991387e-05,-1.1679492783189804e-05,-2.785467280418119e-05
core_N128_s6,runge,128,6,1,0.001,1.609533490511128e-05,-1.1645882907238003e-05,-2.7741217812349284e-05
core_N128_s6,runge,128,6,1,0.01,1.5310427937176296e-05,-1.1316593455282242e-05,-2.662702139245854e-05
core_N128_s6,runge,128,6,1,0.1,8.676261335271995e-06,-8.59737374810099e-06,-1.7273635083372985e-05
core_N128_s6,runge,128,6,1,1.0,0.0,0.0,0.0
core_N128_s6,runge,128,6,1,10.0,0.0003790132012252284,9.524935131594026e-06,-0.0003694882660936344
core_N128_s6,runge,128,6,1,100.0,0.004776622804673683,1.1305064441954893e-05,-0.004765317740231728
core_N128_s6,moment3,128,6,1,0.0001,0.0012440588565867938,0.001568443609635095,0.0003243847530483013
core_N128_s6,moment3,128,6,1,0.001,0.0012425840453946513,0.0015659621447635108,0.00032337809936885953
core_N128_s6,moment3,128,6,1,0.01,0.0012276167367939045,0.001541071534762961,0.0003134547979690566
core_N128_s6,moment3,128,6,1,0.1,0.0010604560342198505,0.001346956609675251,0.00028650057545540064
core_N128_s6,moment3,128,6,1,1.0,0.0,0.0,0.0
core_N128_s6,moment3,128,6,1,10.0,-0.0017575761410948826,-0.0019449043055476956,-0.00018732816445281297
core_N128_s6,moment3,128,6,1,100.0,-0.00031569611946193066,-0.0025341201560140636,-0.002218424036552133
core_N128_s6,moment5,128,6,1,0.0001,0.0015993101254614533,0.001568443609635095,-3.086651582635824e-05
core_N128_s6,moment5,128,6,1,0.001,0.001596913598039068,0.0015659621447635108,-3.095145327555726e-05
core_N128_s6,moment5,128,6,1,0.01,0.0015728457680310032,0.001541071534762961,-3.1774233268042074e-05
core_N128_s6,moment5,128,6,1,0.1,0.0013522225236373003,0.001346956609675251,-5.265913962049229e-06
core_N128_s6,moment5,128,6,1,1.0,0.0,0.0,0.0
core_N128_s6,moment5,128,6,1,10.0,-0.00198770802566077,-0.0019449043055476956,4.280372011307432e-05
core_N128_s6,moment5,128,6,1,100.0,-0.002588007086040539,-0.0025341201560140497,5.3886930026489366e-05
core_N128_s6,moment9,128,6,1,0.0001,0.0015968709327505853,0.001568443609635095,-2.8427323115490233e-05
core_N128_s6,moment9,128,6,1,0.001,0.001594482571932565,0.0015659621447635108,-2.852042716905423e-05
core_N128_s6,moment9,128,6,1,0.01,0.0015704954080645733,0.001541071534762961,-2.9423873301612224e-05
core_N128_s6,moment9,128,6,1,0.1,0.001350090189604497,0.001346956609675251,-3.1335799292459e-06
core_N128_s6,moment9,128,6,1,1.0,0.0,0.0,0.0
core_N128_s6,moment9,128,6,1,10.0,-0.0019855830400428987,-0.0019449043055476956,4.0678734495203095e-05
core_N128_s6,moment9,128,6,1,100.0,-0.002585366801301378,-0.0025341201560140636,5.1246645287314485e-05
core_N128_s6,sine,128,6,3,0.0001,0.0008681579107491233,0.0008683255060220468,1.6759527292353749e-07
core_N128_s6,sine,128,6,3,0.001,0.0008662962156416598,0.0008664773005575832,1.810849159233907e-07
core_N128_s6,sine,128,6,3,0.01,0.0008491782776072626,0.0008481851582870237,-9.931193202389332e-07
core_N128_s6,sine,128,6,3,0.1,0.0007332707513470205,0.0007323627843600911,-9.079669869294094e-07
core_N128_s6,sine,128,6,3,1.0,0.0,0.0,0.0
core_N128_s6,sine,128,6,3,10.0,-0.0006912408371071571,-0.0006896568819038246,1.5839552033325432e-06
core_N128_s6,sine,128,6,3,100.0,-0.000726370491336531,-0.0007079996308367031,1.8370860499827835e-05
core_N128_s6,runge,128,6,3,0.0001,1.6175180020991387e-05,1.843867808511146e-05,2.263498064120073e-06
core_N128_s6,runge,128,6,3,0.001,1.609533490511128e-05,1.8349766768427367e-05,2.2544318633160865e-06
core_N128_s6,runge,128,6,3,0.01,1.5310427937176296e-05,1.7475812119388534e-05,2.1653841822122377e-06
core_N128_s6,runge,128,6,3,0.1,8.676261335271995e-06,1.0093355476623045e-05,1.4170941413510496e-06
core_N128_s6,runge,128,6,3,1.0,0.0,0.0,0.0
core_N128_s6,runge,128,6,3,10.0,0.0003790132012252284,0.00040875255722507,2.9739355999841566e-05
core_N128_s6,runge,128,6,3,100.0,0.004776622804673683,0.0052848998647691825,0.0005082770600954994
core_N128_s6,moment3,128,6,3,0.0001,0.0012440588565867938,0.0012142746337607258,-2.9784222826068074e-05
core_N128_s6,moment3,128,6,3,0.001,0.0012425840453946513,0.0012129013917686615,-2.9682653625989763e-05
core_N128_s6,moment3,128,6,3,0.01,0.0012276167367939045,0.001198937219615115,-2.8679517178789582e-05
core_N128_s6,moment3,128,6,3,0.1,0.0010604560342198505,0.001040675287751175,-1.978074646867556e-05
core_N128_s6,moment3,128,6,3,1.0,0.0,0.0,0.0
core_N128_s6,moment3,128,6,3,10.0,-0.0017575761410948826,-0.0017312345260915851,2.634161500329746e-05
core_N128_s6,moment3,128,6,3,100.0,-0.00031569611946193066,-1.277132659500968e-05,0.000302924792866921
core_N128_s6,moment5,128,6,3,0.0001,0.0015993101254614533,0.0015970578963495075,-2.2522291119458915e-06
core_N128_s6,moment5,128,6,3,0.001,0.001596913598039068,0.0015946741256441938,-2.23947239487432e-06
core_N128_s6,moment5,128,6,3,0.01,0.0015728457680310032,0.0015707317076906757,-2.1140603403274616e-06
core_N128_s6,moment5,128,6,3,0.1,0.0013522225236373003,0.0013500601263581324,-2.1623972791678936e-06
core_N128_s6,moment5,128,6,3,1.0,0.0,0.0,0.0
core_N128_s6,moment5,128,6,3,10.0,-0.00198770802566077,-0.001986037839631777,1.6701860289930481e-06
core_N128_s6,moment5,128,6,3,100.0,-0.002588007086040539,-0.002585934834059736,2.072251980803075e-06
core_N128_s6,moment9,128,6,3,0.0001,0.0015968709327505853,0.0015970578963494797,1.8696359889436298e-07
core_N128_s6,moment9,128,6,3,0.001,0.001594482571932565,0.001594674125644166,1.915537116009558e-07
core_N128_s6,moment9,128,6,3,0.01,0.0015704954080645733,0.001570731707690648,2.3629962607463195e-07
core_N128_s6,moment9,128,6,3,0.1,0.001350090189604497,0.001350060126358077,-3.006324642007563e-08
core_N128_s6,moment9,128,6,3,1.0,0.0,0.0,0.0
core_N128_s6,moment9,128,6,3,10.0,-0.0019855830400428987,-0.0019860378396318046,-4.5479958890592975e-07
