bundle,n,seed,degree,left,right,kappa,count,last_step,last_signed_mean_gamma_difference,last_slope_gradient_difference,last_slope_parameter_difference,last_coarse_residual_difference,max_abs_signed_mean_gamma_difference,max_abs_slope_gradient_difference,max_abs_slope_parameter_difference,max_abs_coarse_residual_difference
core_N128_s5,128,5,3,moment5,moment9,100.0,1019,19980,-2.7755575615628914e-17,7.992794803322032e-17,5.061344203185521e-16,9.614814578093104e-17,4.163336342344337e-17,1.5094415370901928e-16,5.114347941342939e-16,2.2204462477736986e-16
core_N128_s5,128,5,5,moment3,moment9,0.0001,1019,19980,-0.001868877471477376,0.0019072171303154404,0.08103802066341384,0.002847609435151265,0.001868877471477376,0.002583377034542215,0.08103802066341384,0.0030134769856618813
core_N128_s5,128,5,5,moment3,moment9,0.001,1019,19980,-0.0018680148721297168,0.0019068225385742126,0.08102788421595597,0.0028467079455344216,0.0018680148721297168,0.002583377034542215,0.08102788421595597,0.0030125694985113083
core_N128_s5,128,5,5,moment3,moment9,0.01,1019,19980,-0.0018595528787060944,0.0019029453042111808,0.08092791560152786,0.002837660120362867,0.0018595528787060944,0.002583377034542215,0.08092791560152786,0.0030034481344600864
core_N128_s5,128,5,5,moment3,moment9,0.1,1019,19980,-0.001794578680841999,0.001870519842422178,0.08006471774618422,0.002745909849912933,0.001794578680841999,0.002583377034542215,0.08006471774618422,0.002910496197216282
core_N128_s5,128,5,5,moment3,moment9,1.0,1019,19980,-0.0014605933109175795,0.001810910430492948,0.07809843287347361,0.002117544181376391,0.0014605933109175795,0.002583377034542215,0.07809843287347361,0.00226805220063816
core_N128_s5,128,5,5,moment3,moment9,10.0,1019,19980,-0.0010995413433542295,0.0019175849771779748,0.07907467948628702,0.0014629866287228762,0.0010995413433542295,0.002583377034542215,0.07907467948628702,0.0015379029756574334
core_N128_s5,128,5,5,moment3,moment9,100.0,1019,19980,0.0009664617513360368,0.007660269433834308,0.1232400173325325,0.0016608068972869688,0.0009664617513360368,0.007660269433834308,0.1232400173325325,0.0016608068972869688
core_N128_s5,128,5,5,moment5,moment9,0.0001,1019,19980,1.6540172744203274e-05,1.8279522338107604e-05,0.0007049738909788976,1.5098760335368073e-05,1.6540172744203274e-05,1.8279522338107604e-05,0.0007049738909788976,1.5098760335368073e-05
core_N128_s5,128,5,5,moment5,moment9,0.001,1019,19980,1.652541961418008e-05,1.8270788376791363e-05,0.0007046824513950611,1.5087265979074238e-05,1.652541961418008e-05,1.8270788376791363e-05,0.0007046824513950611,1.5087265979074238e-05
core_N128_s5,128,5,5,moment5,moment9,0.01,1019,19980,1.6380013853817266e-05,1.818435268844781e-05,0.0007017937124202408,1.4973279946590876e-05,1.6380013853817266e-05,1.818435268844781e-05,0.0007017937124202408,1.4973279946590876e-05
core_N128_s5,128,5,5,moment5,moment9,0.1,1019,19980,1.549411373409637e-05,1.7404615304826958e-05,0.0006753916629163848,1.3924378794492425e-05,1.549411373409637e-05,1.7404615304826958e-05,0.0006753916629163848,1.3924378794492425e-05
core_N128_s5,128,5,5,moment5,moment9,1.0,1019,19980,1.1400456856505703e-05,1.3975640434594203e-05,0.0005534674268433344,8.64387067622231e-06,1.1400456856505703e-05,1.3975640434594203e-05,0.0005534674268433344,8.644428061712037e-06
core_N128_s5,128,5,5,moment5,moment9,10.0,1019,19980,8.214017655744366e-06,1.1795273813442707e-05,0.0004711390067911603,4.159407599387452e-06,8.214017655744366e-06,1.1795273813442707e-05,0.0004711390067911603,4.161906823292582e-06
core_N128_s5,128,5,5,moment5,moment9,100.0,1019,19980,7.677923509613604e-06,1.1452662934266606e-05,0.0004582951503005639,3.430265379149001e-06,7.677923509613604e-06,1.1491742100028132e-05,0.0004582951503005639,3.4385612206965088e-06
core_N128_s5,128,5,7,moment3,moment9,0.0001,1019,19980,-0.0018770390651138558,0.001913746858002445,0.08134447068645277,0.0028560787898261964,0.0018770390651138558,0.002590543761376971,0.08134447068645277,0.0030233881586848293
core_N128_s5,128,5,7,moment3,moment9,0.001,1019,19980,-0.0018761673423026148,0.0019133494660608828,0.08133422747011013,0.0028551724430067008,0.0018761673423026148,0.002590543761376971,0.08133422747011013,0.003022474874333678
core_N128_s5,128,5,7,moment3,moment9,0.01,1019,19980,-0.001867615309177964,0.0019094446275841235,0.08123320115685434,0.002846076226798443,0.001867615309177964,0.002590543761376971,0.08123320115685434,0.003013299654636835
core_N128_s5,128,5,7,moment3,moment9,0.1,1019,19980,-0.001801832736616299,0.0018767823183829038,0.0803604778364572,0.0027538643604919032,0.001801832736616299,0.002590543761376971,0.0803604778364572,0.0029198239382040654
core_N128_s5,128,5,7,moment3,moment9,1.0,1019,19980,-0.0014657571382460377,0.001816698732999469,0.0783610356724699,0.0021229824056951067,0.0014657571382460377,0.002590543761376971,0.0783610356724699,0.0022744249871979425
core_N128_s5,128,5,7,moment3,moment9,10.0,1019,19980,-0.0011018372380281333,0.0019258898903237104,0.07934658420626041,0.0014667101457252257,0.0011018372380281333,0.002590543761376971,0.07934658420626041,0.0015416717536381548
core_N128_s5,128,5,7,moment3,moment9,100.0,1019,19980,0.000985260478394076,0.007827808606436266,0.12463540805690973,0.0016711339122249134,0.000985260478394076,0.007827808606436266,0.12463540805690973,0.0016711339122249134
core_N128_s5,128,5,7,moment5,moment9,0.0001,1019,19980,1.4613701800753054e-05,1.6290712581108196e-05,0.0006284086426365673,1.3441805721315512e-05,1.4613701800753054e-05,1.6290712581108196e-05,0.0006284086426365673,1.3441805721315512e-05
